PTID,EAST,NORTH,LAT,LON,ELLIPSOID_ELEV,ORTHOMETRIC_ELEV,SONARDEPTH
4407,328784.954,1961501.501,17.73408804,-64.61475391,-42.114, ,0.750
4408,328783.933,1961501.337,17.73408648,-64.61476352,-42.136, ,0.720
4409,328782.981,1961501.236,17.73408549,-64.61477249,-42.190, ,0.830
4410,328782.013,1961500.984,17.73408314,-64.61478160,-42.090, ,0.970
4411,328780.773,1961500.634,17.73407988,-64.61479326,-42.106, ,1.000
4412,328779.819,1961500.284,17.73407665,-64.61480223,-42.143, ,0.970
4413,328779.255,1961499.726,17.73407156,-64.61480750,-42.133, ,0.860
4414,328778.625,1961499.210,17.73406685,-64.61481340,-42.257, ,0.950
4415,328777.786,1961498.820,17.73406326,-64.61482128,-42.117, ,1.110
4416,328776.843,1961498.469,17.73406002,-64.61483014,-42.211, ,1.300
4417,328775.905,1961498.126,17.73405684,-64.61483895,-42.070, ,1.430
4418,328774.952,1961497.846,17.73405424,-64.61484792,-42.146, ,1.520
4419,328773.797,1961497.708,17.73405290,-64.61485880,-42.114, ,1.670
4420,328772.730,1961497.536,17.73405127,-64.61486884,-42.049, ,1.740
4421,328771.742,1961497.298,17.73404904,-64.61487814,-42.145, ,1.690
4422,328770.775,1961496.961,17.73404592,-64.61488723,-42.151, ,1.600
4423,328769.768,1961496.620,17.73404276,-64.61489669,-42.102, ,1.630
